# ell:		[0-0]		
0	8.77920520747567406e-05	
1	8.7464848420623227099e-05	
2	8.6204898111559544768e-05	
3	8.4610244880501487836e-05	
4	8.2897076053616179842e-05	
5	8.1157901990913447064e-05	
6	7.9441823175394209633e-05	
7	7.77877502734862752e-05	
8	7.6178267430728808553e-05	
9	7.4626609675050489248e-05	
10	7.3125152469595260259e-05	
11	7.1673345084069422822e-05	
12	7.0260872924113169273e-05	
13	6.8880406515541258696e-05	
14	6.7526455473784153713e-05	
15	6.6194626646601725513e-05	
16	6.4878954757487423553e-05	
17	6.3573754365252104718e-05	
18	6.2276457085450026953e-05	
19	6.0985412569288621309e-05	
20	5.9699525553844522087e-05	
21	5.8418001861387063836e-05	
22	5.7140696569087036545e-05	
23	5.5867866269195094948e-05	
24	5.4600724359379761792e-05	
25	5.3340723438664036996e-05	
26	5.2089411111473113522e-05	
27	5.0848715003840936201e-05	
28	4.9620657747203649683e-05	
29	4.8407277586472477156e-05	
30	4.7210675220459064375e-05	
31	4.6032966961450142405e-05	
32	4.4876269121732435536e-05	
33	4.3742614352555538233e-05	
34	4.2633700661020525657e-05	
35	4.1551142393191282162e-05	
36	4.0496553895131725978e-05	
37	3.9471417792979088496e-05	
38	3.8476689833163813068e-05	
39	3.7513194042189656205e-05	
40	3.6581754446560374417e-05	
41	3.5683195072779724214e-05	
42	3.4818163001845580014e-05	
43	3.3986597532732308201e-05	
44	3.3188261018908413397e-05	
45	3.2422915813842373119e-05	
46	3.1690324271002698765e-05	
47	3.099024874385786785e-05	
48	3.0322314795779692744e-05	
49	2.9685600829753250676e-05	
50	2.9079048458666930012e-05	
51	2.850159929540912928e-05	
52	2.795219495286823007e-05	
53	2.7429777043932630911e-05	
54	2.6933287181490720168e-05	
55	2.6461613190431739292e-05	
56	2.6013427743648331924e-05	
57	2.5587349726034001564e-05	
58	2.5181998022482228e-05	
59	2.4795991517886511345e-05	
60	2.4427949097140355103e-05	
61	2.4076489645137232282e-05	
62	2.3740232046770653161e-05	
63	2.3417818209329404282e-05	
64	2.3107982129683489047e-05	
65	2.2809480827098190507e-05	
66	2.2521071320838808655e-05	
67	2.2241510630170636709e-05	
68	2.1969555774358967884e-05	
69	2.1703963772669098787e-05	
70	2.1443491644366312468e-05	
71	2.1186896408715919085e-05	
72	2.0933051894030062619e-05	
73	2.0681299164808368036e-05	
74	2.0431096094597300903e-05	
75	2.0181900556943340336e-05	
76	1.9933170425392962067e-05	
77	1.9684363573492651991e-05	
78	1.9434937874788875672e-05	
79	1.9184351202828115617e-05	
80	1.8932061431156840781e-05	
81	1.867752643332153367e-05	
82	1.8420334841315935795e-05	
83	1.81605983209228484e-05	
84	1.7898559296372335123e-05	
85	1.7634460191894456212e-05	
86	1.7368543431719295634e-05	
87	1.7101051440076903474e-05	
88	1.6832226641197350144e-05	
89	1.6562311459310699282e-05	
90	1.6291548318647021301e-05	
91	1.6020179643436379839e-05	
92	1.5748447857908841921e-05	
93	1.5476595386294474571e-05	
94	1.5204898565980251411e-05	
95	1.4933769386980779212e-05	
96	1.4663653752467583201e-05	
97	1.4394997565612176744e-05	
98	1.4128246729586083373e-05	
99	1.3863847147560821537e-05	
100	1.3602244722707906299e-05	
101	1.3343885358198862882e-05	
102	1.3089214957205202962e-05	
103	1.2838679422898453456e-05	
104	1.2592724658450129427e-05	
105	1.2351796567031749323e-05	
106	1.211634105181483329e-05	
107	1.1886732178721841151e-05	
108	1.1663056664678988079e-05	
109	1.1445329389363435702e-05	
110	1.1233565232452333792e-05	
111	1.1027779073622845672e-05	
112	1.0827985792552129583e-05	
113	1.0634200268917336991e-05	
114	1.0446437382395631219e-05	
115	1.026471201266416712e-05	
116	1.0089039039400101241e-05	
117	9.9194333422805901305e-06	
118	9.7559098009827954171e-06	
119	9.5984832951838685661e-06	
120	9.447168704560971207e-06	
121	9.3019809087912564988e-06	
122	9.1628845251910995859e-06	
123	9.0296431216337245886e-06	
124	8.9019700036315725303e-06	
125	8.7795784766970810461e-06	
126	8.6621818463426894654e-06	
127	8.5494934180808388114e-06	
128	8.4412264974239684134e-06	
129	8.3370943898845176006e-06	
130	8.2368104009749257022e-06	
131	8.1400878362076354357e-06	
132	8.0466400010950793541e-06	
133	7.9561802011497035627e-06	
134	7.8684217418839440028e-06	
135	7.7830779288102416977e-06	
136	7.6998620674410376706e-06	
137	7.6184874632887678627e-06	
138	7.5386674218658741444e-06	
139	7.4601152486847966918e-06	
140	7.3825778370662542999e-06	
141	7.3059364315640887083e-06	
142	7.230105864540421969e-06	
143	7.1550009683573778283e-06	
144	7.0805365753770766444e-06	
145	7.0066275179616396225e-06	
146	6.9331886284731913557e-06	
147	6.8601347392738522022e-06	
148	6.7873806827257442142e-06	
149	6.714841291190991138e-06	
150	6.6424313970317116376e-06	
151	6.5700658326100328473e-06	
152	6.4976594302880717372e-06	
153	6.4251270224279545946e-06	
154	6.3523834413917992366e-06	
155	6.2793435195417327975e-06	
156	6.2059220892398722473e-06	
157	6.1320339828483430263e-06	
158	6.0575940327292663397e-06	
159	5.9825170712447642396e-06	
160	5.9067489872082071107e-06	
161	5.8303598952379501966e-06	
162	5.753450966403606391e-06	
163	5.676123371774780117e-06	
164	5.5984782824210757978e-06	
165	5.5206168694121037857e-06	
166	5.4426403038174701982e-06	
167	5.3646497567067803053e-06	
168	5.2867463991496410714e-06	
169	5.2090314022156611548e-06	
170	5.1316059369744458258e-06	
171	5.0545711744956037427e-06	
172	4.9780282858487393286e-06	
173	4.9020784421034612421e-06	
174	4.8268228143293756002e-06	
