# ell:		[0-0]		
0	9.3329609272651224954e-05	
1	9.2972608226489481561e-05	
2	9.1654064580629486482e-05	
3	8.9977804710915249291e-05	
4	8.8165029812270145578e-05	
5	8.6312145225533662006e-05	
6	8.4472400247285822032e-05	
7	8.2687519432022963967e-05	
8	8.0942330632478168089e-05	
9	7.9253172616464926401e-05	
10	7.7612552308773560231e-05	
11	7.6022664166068196732e-05	
12	7.4473275211956471925e-05	
13	7.2958016733197782753e-05	
14	7.1472242483365468375e-05	
15	7.0011807068062626293e-05	
16	6.8570928825079907457e-05	
17	6.7144103797328458911e-05	
18	6.5728881002143923237e-05	
19	6.43236767128590759e-05	
20	6.2927323252370890964e-05	
21	6.1538940140702381694e-05	
22	6.015837963681616718e-05	
23	5.8785895789239295023e-05	
24	5.7422617065816988812e-05	
25	5.6069890539223955143e-05	
26	5.4729161192555916273e-05	
27	5.3402265650592636761e-05	
28	5.2091138448534896825e-05	
29	5.0797734543206751756e-05	
30	4.9524090577925472339e-05	
31	4.8272263617631597655e-05	
32	4.7044310727265687116e-05	
33	4.5842203936001386087e-05	
34	4.4667575129944710861e-05	
35	4.352197115943479079e-05	
36	4.2406938874810728123e-05	
37	4.1323895576937585083e-05	
38	4.0273740368784196036e-05	
39	3.9257242803845321443e-05	
40	3.8275172435615742092e-05	
41	3.7328298817590225222e-05	
42	3.6417212435981729363e-05	
43	3.5541787507875971454e-05	
44	3.4701719183076859727e-05	
45	3.3896702611388315968e-05	
46	3.3126432942614228081e-05	
47	3.2390605326558517851e-05	
48	3.168877689225827409e-05	
49	3.1019952685683362136e-05	
50	3.0382999732036821132e-05	
51	2.9776785056521710548e-05	
52	2.9200175684341066136e-05	
53	2.8652038640697930427e-05	
54	2.8131240950795366278e-05	
55	2.763659602139851681e-05	
56	2.7166702785520968161e-05	
57	2.6720106557738420612e-05	
58	2.6295352652626567669e-05	
59	2.5890986384761099448e-05	
60	2.5505553068717716231e-05	
61	2.5137598019072114911e-05	
62	2.4785666550399982217e-05	
63	2.4448328262623823261e-05	
64	2.4124249897053396362e-05	
65	2.3812122480345247728e-05	
66	2.3510637039155943897e-05	
67	2.3218484600142041242e-05	
68	2.2934356189960096136e-05	
69	2.2656942835266668341e-05	
70	2.238493556271831423e-05	
71	2.2117025398971596953e-05	
72	2.1852025856368095894e-05	
73	2.1589240389989496039e-05	
74	2.1328094940602505385e-05	
75	2.1068015448973825154e-05	
76	2.0808427855870170118e-05	
77	2.0548758102058244888e-05	
78	2.0288432128304757459e-05	
79	2.0026875875376422606e-05	
80	1.9763515284039938162e-05	
81	1.9497776295062008736e-05	
82	1.9229222491637430417e-05	
83	1.8957968026673294062e-05	
84	1.8684264695504761682e-05	
85	1.8408364293467015612e-05	
86	1.8130518615895221252e-05	
87	1.7850979458124550774e-05	
88	1.7569998615490176351e-05	
89	1.7287827883327263381e-05	
90	1.7004719056970990813e-05	
91	1.6720923931756524045e-05	
92	1.643669430301903525e-05	
93	1.6152281966093696601e-05	
94	1.5867975489183464661e-05	
95	1.5584210531962433555e-05	
96	1.5301459526972485182e-05	
97	1.5020194906755501444e-05	
98	1.4740889103853365937e-05	
99	1.4464014550807957174e-05	
100	1.4190043680161160442e-05	
101	1.3919448924454852563e-05	
102	1.365270271623091713e-05	
103	1.339027748803123774e-05	
104	1.3132645672397692905e-05	
105	1.288027970187216622e-05	
106	1.2633652008996536199e-05	
107	1.2393159404046853525e-05	
108	1.2158896208235821988e-05	
109	1.1930881120510310775e-05	
110	1.1709132839817194152e-05	
111	1.149367006510333961e-05	
112	1.1284511495315623111e-05	
113	1.1081675829400912145e-05	
114	1.0885181766306074205e-05	
115	1.0695048004977988638e-05	
116	1.0511293244363516161e-05	
117	1.0333936183409536122e-05	
118	1.0162995521062914318e-05	
119	9.998489956270523323e-06	
120	9.840438187979234016e-06	
121	9.688858915135917276e-06	
122	9.5437171425065302812e-06	
123	9.4047630981333720185e-06	
124	9.2716933158778362439e-06	
125	9.1442043296013031611e-06	
126	9.0219926731651631382e-06	
127	8.904754880430804849e-06	
128	8.7921874852596135794e-06	
129	8.6839870215129763093e-06	
130	8.5798500230522834067e-06	
131	8.4794730237389184633e-06	
132	8.3825525574342735414e-06	
133	8.2887851579997322326e-06	
134	8.1978673592966832108e-06	
135	8.1094956951865151501e-06	
136	8.0233666995306133363e-06	
137	7.9391769061903647492e-06	
138	7.8566228490271597569e-06	
139	7.7754010619023836452e-06	
140	7.6952432003488348879e-06	
141	7.6160214065849520055e-06	
142	7.5376429445005824711e-06	
143	7.46001507798557884e-06	
144	7.3830450709297885855e-06	
145	7.3066401872230600278e-06	
146	7.2307076907552431813e-06	
147	7.1551548454161872131e-06	
148	7.0798889150957412906e-06	
149	7.0048171636837537339e-06	
150	6.9298468550700745573e-06	
151	6.8548852531445529282e-06	
152	6.7798396217970371668e-06	
153	6.7046172249173772873e-06	
154	6.6291253263954216099e-06	
155	6.553271190121020149e-06	
156	6.4769620799840203778e-06	
157	6.4001052598742748517e-06	
158	6.3226079936816285027e-06	
159	6.2443775452959330392e-06	
160	6.1653550278247397804e-06	
161	6.0856169512464103471e-06	
162	6.0052736747570093591e-06	
163	5.9244355575526014361e-06	
164	5.8432129588292528919e-06	
165	5.7617162377830241112e-06	
166	5.6800557536099839488e-06	
167	5.5983418655061953305e-06	
168	5.516684932667722029e-06	
169	5.435195314290628664e-06	
170	5.3539833695709823964e-06	
171	5.2731594577048453048e-06	
172	5.1928339378882811621e-06	
173	5.113117169317358823e-06	
174	5.0341195111881378252e-06	
