# ell:		[0-0]		[1-1]		[2-2]		[3-3]		
0	0.00057107709843608244014	0.00023070144201655095077	0.00012994288708715248377	8.5803372917614206339e-05	
1	0.00060917242887067232088	0.00023281676946480738357	0.00012975703748823125359	8.54630531793448302e-05	
2	0.0006044622949881463779	0.0002289585984270190919	0.00012760513743684248752	8.4211965074821920531e-05	
3	0.00058943103101792809588	0.00022365583577424244239	0.00012485841641070253975	8.2625983951273285471e-05	
4	0.00057006569415323177317	0.00021807954337005989467	0.00012195046171067033011	8.0909232935683769923e-05	
5	0.00054765533352715552	0.00021254874134980357935	0.00011905564871110118491	7.9156908049965378732e-05	
6	0.00052267910572672811407	0.00020711236178630961532	0.00011624417129388206699	7.742045520238475208e-05	
7	0.00049564576181416119486	0.00020177502229571853327	0.00011356393569547593169	7.5739438332807728065e-05	
8	0.00046738768493422916872	0.00019637399679197785514	0.0001109584164321796235	7.4100933395284984987e-05	
9	0.0004386618723964980527	0.00019089334926490421937	0.00010843346323654398276	7.2516576966381174211e-05	
10	0.00041032051508863926414	0.00018531025575842629128	0.00010597736225790686403	7.0988933017146675186e-05	
11	0.00038304381238184670097	0.00017958582446983808643	0.00010356574862018664955	6.950890453955347421e-05	
12	0.00035738248951978815026	0.00017374581494729651938	0.00010118536088006437176	6.8074341532536083825e-05	
13	0.00033370293666354187848	0.00016779471780473242796	9.8817425337336057059e-05	6.6675154339006819835e-05	
14	0.00031219948761670892994	0.00016177506058757034962	9.6457363886567499818e-05	6.5307195317278738506e-05	
15	0.0002929233362841113979	0.00015572361596359214349	9.4094653485791315372e-05	6.3966091832162077081e-05	
16	0.00027577755586460212228	0.00014968660429097257027	9.1727599171222116178e-05	6.2646204458174724978e-05	
17	0.00026061179187862783127	0.00014371325787643853033	8.9357231784675198588e-05	6.1342315673594750196e-05	
18	0.00024718947598737536341	0.00013784935509975060342	8.6983046739322377253e-05	6.0051519820658690507e-05	
19	0.00023525097520499588439	0.00013213810903282035745	8.4605811719118455489e-05	5.8771681873340408009e-05	
20	0.00022453061181675710786	0.00012661592544312982324	8.2232918919793551011e-05	5.7501437468604368712e-05	
21	0.00021477002536106321691	0.00012131563444440108136	7.987287566943631885e-05	5.6239697367194923345e-05	
22	0.00020574616911774761593	0.00011626257083974573148	7.753202531379395075e-05	5.4985702161985106876e-05	
23	0.00019726371915831776116	0.00011147743112417702477	7.5216513600095429221e-05	5.3739065468742909591e-05	
24	0.00018920292897954793217	0.00010696985387092535326	7.2933859863838444433e-05	5.2500563162687479139e-05	
25	0.00018146294643452923635	0.00010274671317277529259	7.0691926837587829588e-05	5.12712616839007559e-05	
26	0.00017395897022110280304	9.8812361659686480603e-05	6.8498279314303464355e-05	5.0052365247122952989e-05	
27	0.0001666704024161107169	9.5161066110318709129e-05	6.6359290328525319391e-05	4.8845629165727489675e-05	
28	0.00015959269594114522004	9.1784571840506818676e-05	6.4281034975188398265e-05	4.7652946527746044411e-05	
29	0.00015272472804135799117	8.8672920673279429513e-05	6.2269120602713196478e-05	4.6476188218019790139e-05	
30	0.00014607907325613861773	8.5809340460440497803e-05	6.0327283573462123049e-05	4.5317136308627830319e-05	
31	0.00013967173044843612375	8.3175355560987745919e-05	5.8458792503283078931e-05	4.4177550668458749345e-05	
32	0.00013351869848119964166	8.0752490333918936893e-05	5.6666916008023951522e-05	4.3059191166401124837e-05	
33	0.00012763255895328223279	7.8521720589090515554e-05	5.4954401058167120912e-05	4.1963780745615732355e-05	
34	0.00012201222440715346011	7.646182793979372169e-05	5.3321908042732965062e-05	4.0892894646352105355e-05	
35	0.00011665319012118689681	7.4551045450178490435e-05	5.1769575705376313967e-05	3.984807118313196168e-05	
36	0.0001115509513737561974	7.2767606184394743375e-05	5.029754278975199762e-05	3.8830848670477039505e-05	
37	0.00010669940697867893672	7.109054600494228032e-05	4.8905503042594389513e-05	3.7842626149170037518e-05	
38	0.00010208606989154852	6.9502111967720197152e-05	4.7591370222955820283e-05	3.6884245565037496466e-05	
39	9.7696856603402394779e-05	6.7985353926977535742e-05	4.6352613092968170843e-05	3.5956409590166971818e-05	
40	9.3517683605277981485e-05	6.6523321736963270199e-05	4.5186700414763294998e-05	3.5059820896645991942e-05	
41	8.9534467388212659895e-05	6.5099065251926374631e-05	4.409110095047305333e-05	3.4195182156562091977e-05	
42	8.573489444885625194e-05	6.3697504640875213201e-05	4.3063010809210938907e-05	3.3363041022843114246e-05	
43	8.2113731306308009364e-05	6.2311041331855520557e-05	4.2098535488016934072e-05	3.2563325071778156884e-05	
44	7.8667514485279680281e-05	6.0933947067672367191e-05	4.1193507830912667205e-05	3.1795806860496652311e-05	
45	7.5392780510482850171e-05	5.9560493591130857477e-05	4.0343760681919759912e-05	3.106025894612799229e-05	
46	7.228606590662924004e-05	5.8184952645036095787e-05	3.9545126885059840572e-05	3.0356453885801605851e-05	
47	6.9343907198430489581e-05	5.6801595972193145837e-05	3.8793439284354503684e-05	2.9684164236646891534e-05	
48	6.6562016718440438216e-05	5.5406338622146752483e-05	3.8084536482184282353e-05	2.9043028205456785539e-05	
49	6.3932810030581493899e-05	5.4001668871400276709e-05	3.7414280114365254038e-05	2.8432146597678286629e-05	
50	6.1447878506618182999e-05	5.2591718303196665772e-05	3.6778537575072387368e-05	2.7850485868421880406e-05	
51	5.909881351831505899e-05	5.1180618500778927917e-05	3.6173176258480637421e-05	2.7297012472798086355e-05	
52	5.6877206437436695675e-05	4.9772501047390051057e-05	3.5594063558764999931e-05	2.677069286591740363e-05	
