1.037514602850503290e-05 3.819754519230536260e+01
1.061681422485869540e-05 3.908727534792097202e+01
1.086411159664452941e-05 3.999772961657651393e+01
1.111716926420242006e-05 4.092938026141086993e+01
1.137612140205732438e-05 4.188275434284667398e+01
1.164110531006036403e-05 4.285832328263784774e+01
1.191226148618704490e-05 4.385660603239027466e+01
1.218973370103112477e-05 4.487815502318766647e+01
1.247366907403371101e-05 4.592347948299603644e+01
1.276421815148785964e-05 4.699317390864994337e+01
1.306153498636032599e-05 4.808778109390981115e+01
1.336577721997241717e-05 4.920788131394298404e+01
1.367710616558351264e-05 5.035407193630979350e+01
1.399568689392150355e-05 5.152695386782747988e+01
1.432168832070546538e-05 5.272716068078626961e+01
1.465528329620702213e-05 5.395531434225133438e+01
1.499664869689783730e-05 5.521208738543747785e+01
1.534596551923186010e-05 5.649812251293335663e+01
1.570341897561204248e-05 5.781411659197299002e+01
1.606919859259242183e-05 5.916076115858511741e+01
1.644349831136758064e-05 6.053876805422957119e+01
1.682651659060285622e-05 6.194888547102807763e+01
1.721845651165974960e-05 6.339183943248739439e+01
1.761952588627233943e-05 6.486840176977349870e+01
1.802993736673182479e-05 6.637935833763609139e+01
1.844990855863758804e-05 6.792550441741222755e+01
1.887966213627455443e-05 6.950765809199104694e+01
1.931942596067803822e-05 7.112666717244032100e+01
1.976943320044871160e-05 7.278339186586181597e+01
2.022992245538164752e-05 7.447869863469043139e+01
2.070113788297510505e-05 7.621348567048576683e+01
2.118332932788607130e-05 7.798868544630914812e+01
2.167675245440118978e-05 7.980524389328134305e+01
2.218166888199337212e-05 8.166408809078771469e+01
2.269834632403588446e-05 8.356624842564468736e+01
2.322705872974753245e-05 8.551270414077414728e+01
2.376808642944416812e-05 8.750449211481409861e+01
2.432171628317350399e-05 8.954267100837714111e+01
2.488824183281219461e-05 9.162832123343996216e+01
2.546796345770543343e-05 9.376254660552766040e+01
2.606118853393229131e-05 9.594648769100648167e+01
2.666823159728044928e-05 9.818128733776610773e+01
2.728941451001726538e-05 1.004681382814831494e+02
2.792506663154539209e-05 1.028082471953567136e+02
2.857552499303352278e-05 1.052028615292686169e+02
2.924113447611474627e-05 1.076532447417294236e+02
2.992224799574737712e-05 1.101606970346035155e+02
3.061922668733512836e-05 1.127265477244503131e+02
3.133244009820588199e-05 1.153521560806818371e+02
3.206226638355058600e-05 1.180389122562806534e+02
3.280909250692610725e-05 1.207882400796444244e+02
3.357331444542848163e-05 1.236016005358153933e+02
3.435533739964517503e-05 1.264804799796208243e+02
3.515557600849780756e-05 1.294264048692847666e+02
3.597445456908920941e-05 1.324409360127821174e+02
3.681240726167133977e-05 1.355256701548470062e+02
3.766987837985342590e-05 1.386822407298693349e+02
3.854732256617229510e-05 1.419123221064016604e+02
3.944520505314988093e-05 1.452176276150374008e+02
4.036400190996566347e-05 1.485999007654758088e+02
4.130420029487483219e-05 1.520609380995416302e+02
4.226629871350607041e-05 1.556025725382409348e+02
4.325080728317581483e-05 1.592266785925271790e+02
4.425824800335920444e-05 1.629351776577748581e+02
4.528915503246115220e-05 1.667300323354118348e+02
4.634407497103414369e-05 1.706132520684393512e+02
4.742356715159312826e-05 1.745868944932231273e+02
4.852820393518100523e-05 1.786530626599160883e+02
4.965857101484203644e-05 1.828139074853898478e+02
5.081526772616403337e-05 1.870716356281468222e+02
5.199890736505400918e-05 1.914285004785669173e+02
5.321011751291586183e-05 1.958868040525184142e+02
5.444954036940222587e-05 2.004489103461944524e+02
5.571783309291731271e-05 2.051172327965967384e+02
5.701566814905098106e-05 2.098942441298108292e+02
5.834373366712896199e-05 2.147824689339765882e+02
5.970273380506776757e-05 2.197844951330999947e+02
6.109338912272912125e-05 2.249029699379566409e+02
6.251643696396995387e-05 2.301405992029789047e+02
6.397263184759195123e-05 2.355001560141214441e+02
6.546274586739743093e-05 2.409844734418405778e+02
6.698756910156368613e-05 2.465964527683109679e+02
6.854791003155288746e-05 2.523390619516947879e+02
7.014459597077966891e-05 2.582153353616969298e+02
7.177847350326364655e-05 2.642283809954891467e+02
7.345040893249947208e-05 2.703813758227328776e+02
7.516128874078241710e-05 2.766775744914629627e+02
7.691202005923298646e-05 2.831203023822566252e+02
7.870353114876989990e-05 2.897129632849748759e+02
8.053677189228627042e-05 2.964590399081869236e+02
8.241271429829014983e-05 3.033620968467949410e+02
8.433235301627620964e-05 3.104257778366481944e+02
8.629670586410215563e-05 3.176538131404608976e+02
8.830681436764919372e-05 3.250500170492066445e+02
9.036374431305283059e-05 3.326182932008044304e+02
9.246858631179679809e-05 3.403626368007679162e+02
9.462245637896970693e-05 3.482871305578152032e+02
9.682649652499104214e-05 3.563959553572533423e+02
9.908187536112010574e-05 3.646933866006188509e+02
1.013897887190693184e-04 3.731837985809705742e+02
1.037514602850498783e-04 3.818716642363447136e+02
1.061681422485865033e-04 3.907615620893271853e+02
1.086411159664450298e-04 3.998581739340439754e+02
1.111716926420239194e-04 4.091662888799120310e+02
1.137612140205729490e-04 4.186908066666013042e+02
1.164110531006033625e-04 4.284367390735060894e+02
1.191226148618701610e-04 4.384092113882447848e+02
1.218973370103109495e-04 4.486134677811036795e+02
1.247366907403365849e-04 4.590548719265535169e+02
1.276421815148780746e-04 4.697389080907769880e+02
1.306153498636027110e-04 4.806711876365002354e+02
1.336577721997235957e-04 4.918574490712887268e+02
1.367710616558345403e-04 5.033035617931195702e+02
1.399568689392144188e-04 5.150155288946034489e+02
1.432168832070540609e-04 5.269994876317898616e+02
1.465528329620696148e-04 5.392617164234999336e+02
1.499664869689777225e-04 5.518086377927719468e+02
1.534596551923179302e-04 5.646468143793872514e+02
1.570341897561197675e-04 5.777829605359255538e+02
1.606919859259235272e-04 5.912239443345356449e+02
1.644349831136751084e-04 6.049767835675514789e+02
1.682651659060278642e-04 6.190486563645284832e+02
1.721845651165967777e-04 6.334469036289862061e+02
1.761952588627226557e-04 6.481790278863229560e+02
1.802993736673174957e-04 6.632527011202033691e+02
