1.029411764705882940e-05 4.934053521402479703e+01
1.032334292011674037e-05 4.947570482480512766e+01
1.035265116450008262e-05 4.961124473606151497e+01
1.038204261576666559e-05 4.974715557646403852e+01
1.041151751014300411e-05 4.988343821987667326e+01
1.044107608452631740e-05 5.002009421034444614e+01
1.047071857648636379e-05 5.015712457058462093e+01
1.050044522426738884e-05 5.029453032611562691e+01
1.053025626678996343e-05 5.043231250526459775e+01
1.056015194365301664e-05 5.057047213917537221e+01
1.059013249513568396e-05 5.070901026181596194e+01
1.062019816219928598e-05 5.084792790998653089e+01
1.065034918648916982e-05 5.098722612332655757e+01
1.068058581033678776e-05 5.112690594432343971e+01
1.071090827676155564e-05 5.126696841831986262e+01
1.074131682947284506e-05 5.140741459352140907e+01
1.077181171287186887e-05 5.154824552100478030e+01
1.080239317205375813e-05 5.168946225472542011e+01
1.083306145280945604e-05 5.183106585152558665e+01
1.086381680162773392e-05 5.197305737114221813e+01
1.089465946569709359e-05 5.211543787621454271e+01
1.092558969290786805e-05 5.225820843229243451e+01
1.095660773185413578e-05 5.240137010784442140e+01
1.098771383183576375e-05 5.254492397426515993e+01
1.101890824286033021e-05 5.268887110588399025e+01
1.105019121564524566e-05 5.283321257997261000e+01
1.108156300161969932e-05 5.297794947675338761e+01
1.111302385292670896e-05 5.312308287940735596e+01
1.114457402242507924e-05 5.326861387408217041e+01
1.117621376369154299e-05 5.341454354990048614e+01
1.120794333102272636e-05 5.356087299896790910e+01
1.123976297943720877e-05 5.370760331638116725e+01
1.127167296467759817e-05 5.385473560023662287e+01
1.130367354321249615e-05 5.400227095163769064e+01
1.133576497223868832e-05 5.415021047470423099e+01
1.136794750968313324e-05 5.429855527657991843e+01
1.140022141420506466e-05 5.444730646744075386e+01
1.143258694519800073e-05 5.459646516050324294e+01
1.146504436279193781e-05 5.474603247203320677e+01
1.149759392785538166e-05 5.489600952135366896e+01
1.153023590199745483e-05 5.504639743085346026e+01
1.156297054756994991e-05 5.519719732599528328e+01
1.159579812766952670e-05 5.534841033532462262e+01
1.162871890613978067e-05 5.550003759047778829e+01
1.166173314757337920e-05 5.565208022619063399e+01
1.169484111731410798e-05 5.580453938030668581e+01
1.172804308145914108e-05 5.595741619378617315e+01
1.176133930686108397e-05 5.611071181071423553e+01
1.179473006113016907e-05 5.626442737830952723e+01
1.182821561263631062e-05 5.641856404693260174e+01
1.186179623051140521e-05 5.657312297009502799e+01
1.189547218465139520e-05 5.672810530446739818e+01
1.192924374571848451e-05 5.688351220988860746e+01
1.196311118514323252e-05 5.703934484937397542e+01
1.199707477512686474e-05 5.719560438912426292e+01
1.203113478864336332e-05 5.735229199853434778e+01
1.206529149944172355e-05 5.750940885020193605e+01
1.209954518204804428e-05 5.766695611993602455e+01
1.213389611176788615e-05 5.782493498676660693e+01
1.216834456468838061e-05 5.798334663295234037e+01
1.220289081768050682e-05 5.814219224399028008e+01
1.223753514840121596e-05 5.830147300862405046e+01
1.227227783529580463e-05 5.846119011885342331e+01
1.230711915760005615e-05 5.862134476994271637e+01
1.234205939534251910e-05 5.878193816043005882e+01
1.237709882934676548e-05 5.894297149213609543e+01
1.241223774123357266e-05 5.910444597017294655e+01
1.244747641342330697e-05 5.926636280295360848e+01
1.248281512913811579e-05 5.942872320220072169e+01
1.251825417240424336e-05 5.959152838295562304e+01
1.255379382805422455e-05 5.975477956358728449e+01
1.258943438172930574e-05 5.991847796580186980e+01
1.262517611988165895e-05 6.008262481465148852e+01
1.266101932977672128e-05 6.024722133854356088e+01
1.269696429949541933e-05 6.041226876924980616e+01
1.273301131793660856e-05 6.057776834191557924e+01
1.276916067481932304e-05 6.074372129506925688e+01
1.280541266068513362e-05 6.091012887063131132e+01
1.284176756690040269e-05 6.107699231392339811e+01
1.287822568565875076e-05 6.124431287367826116e+01
1.291478730998333158e-05 6.141209180204837281e+01
1.295145273372921062e-05 6.158033035461619420e+01
1.298822225158565546e-05 6.174902979040214035e+01
1.302509615907863109e-05 6.191819137187576416e+01
1.306207475257308020e-05 6.208781636496369316e+01
1.309915832927536259e-05 6.225790603906014553e+01
1.313634718723554724e-05 6.242846166703555610e+01
1.317364162534993649e-05 6.259948452524692897e+01
1.321104194336339367e-05 6.277097589354669083e+01
1.324854844187177916e-05 6.294293705529288019e+01
1.328616142232428824e-05 6.311536929735795809e+01
1.332388118702601246e-05 6.328827391013936676e+01
1.336170803914026564e-05 6.346165218756834747e+01
1.339964228269107413e-05 6.363550542712039260e+01
1.343768422256552985e-05 6.380983492982401373e+01
1.347583416451637379e-05 6.398464200027148507e+01
1.351409241516436932e-05 6.415992794662764709e+01
1.355245928200078069e-05 6.433569408064064987e+01
1.359093507338986665e-05 6.451194171765099838e+01
1.362952009857127753e-05 6.468867217660150004e+01
1.366821466766266925e-05 6.486588678004765995e+01
1.370701909166211053e-05 6.504358685416687536e+01
1.374593368245062065e-05 6.522177372876898005e+01
